,Label,Text
3295,0,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
4911,0,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
1105,1,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
5139,0,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
4297,1,Please CALL 08712402578 immediately as there is an urgent message waiting for you
3903,0,"Right on brah, see you later"
803,1,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
3027,0,I finished my lunch already. U wake up already?
743,0,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
4556,0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
3127,0,U coming 2 pick me?
2328,1,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
3668,0,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?"
3477,0,"I can probably come by, everybody's done around  &lt;#&gt;  right?"
5273,0,Its too late:)but its k.wish you the same.
2490,0,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
4506,1,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
4521,0,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
2160,1,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
4164,0,I told that am coming on wednesday.
2603,0,So when you gonna get rimac access 
3239,0,Good. No swimsuit allowed :)
1116,0,So lets make it saturday or monday as per convenience.
258,0,Where are you lover ? I need you ...
2803,0,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
4582,0,Not course. Only maths one day one chapter with in one month we can finish.
3779,0,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night"
84,0,Yup next stop.
4560,0,Think + da. You wil do.
1106,0,on hen night. Going with a swing
3068,0,Ok. So april. Cant wait
2210,0,"Hmm well, night night "
285,0,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
2440,0,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.
2460,0,Nope. Meanwhile she talk say make i greet you.
1245,0,Now? I'm going out 4 dinner soon..
4683,0,"Haha yeah, 2 oz is kind of a shitload"
5078,0,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
4639,0,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
2399,0,YO YO YO BYATCH WHASSUP?
4534,1,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
4782,0,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
1825,0,Sent me ur email id soon
1888,1,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
2949,0,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
5334,0,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
4409,0,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
3253,0,Come to medical college at 7pm ......forward it da
4974,0,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
5565,0,Huh y lei...
4320,0,Are you still playing with gautham?
4281,1,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
25,0,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
4328,0,Dude got a haircut. Now its breezy up there
4676,1,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
3204,0,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
1829,0,May i call You later Pls
1069,1,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
2780,0,Well I might not come then...
2113,1,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
3332,0,How much it will cost approx . Per month.
5452,0,What???? Hello wats talks email address?
1805,0,The bus leaves at  &lt;#&gt; 
4659,0,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
2178,0,Oh k :)why you got job then whats up?
4082,0,Hurry home. Soup is DONE!
789,1,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870."
1459,0,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
303,0,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
3228,0,Wife.how she knew the time of murder exactly
4838,0,....photoshop makes my computer shut down.
2954,1,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
2761,0,I dont thnk its a wrong calling between us
616,0,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...
3510,0,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
3956,0,I knew it... U slept v late yest? Wake up so late...
5537,1,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
392,0,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
327,0,Hi da:)how is the todays class?
734,0,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
1358,0,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
5560,0,Anything lor. Juz both of us lor.
4051,0,Ok ok take care. I can understand.
731,1,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123
837,1,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
1962,0,LOL that would be awesome payback.
4512,0,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*"
657,0,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
4541,0,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
4398,0,When did dad get back.
2283,0,Whom you waited for yesterday
2626,1,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk."
845,0,K.k:)when are you going?
1394,0,Oh ok..
4179,0,Two teams waiting for some players
2880,0,U still painting ur wall?
286,0,"K, I might come by tonight then if my class lets out early"
4859,0,Ok...
3319,0,I'm freezing and craving ice. Fml
4978,0,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP"""
861,0,In work now. Going have in few min.
4300,0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
2232,0,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)"
399,0,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
1354,0,"Goodnight, sleep well da please take care pa. Please."
1248,0,Horrible gal. Me in sch doing some stuff. How come u got mc?
2420,1,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE
1034,0,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
4797,1,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
1409,0,"I've got ten bucks, jay is being noncomittal"
2672,0,"That's cool, I'll come by like  &lt;#&gt; ish"
1736,0,Why tired what special there you had
3088,0,So i asked how's anthony. Dad. And your bf
2597,0,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
91,0,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
4472,0,Wa... U so efficient... Gee... Thanx...
4945,0,Wrong phone! This phone! I answer this one but assume the other is people i don't well
5357,0,Ok
4410,1,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
4444,0,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
1239,0,"Dear relieved of westonzoyland, all going to plan this end too!"
5564,0,Why don't you wait 'til at least wednesday to see if you get your .
366,0,Well i know Z will take care of me. So no worries.
3531,0,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
1288,0,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
2326,0,Apps class varaya elaya.
1707,0,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
2822,0,Oh god..taken the teeth?is it paining
116,0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
513,0,Lol ok your forgiven :)
4487,0,have * good weekend.
1221,1,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
4084,0,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
3487,0,"Yeah, probably earlier than that"
5397,0,That's necessarily respectful
695,0,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
86,0,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
4015,0,"Sorry, I can't text &amp; drive coherently, see you in twenty"
5020,0,Great! How is the office today?
1652,0,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
1929,1,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
4350,0,Ü bot notes oredi... Cos i juz rem i got...
3710,0,Ok.ok ok..then..whats ur todays plan
3444,0,Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.
498,0,Some of them told accenture is not confirm. Is it true.
1626,0,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
3153,1,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
4532,0,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
1648,0,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!"
1511,0,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
4731,0,I dont know ask to my brother. Nothing problem some thing that. Just i told .
3917,0,Ok. C u then.
4141,0,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
5286,0,I'm still pretty weak today .. Bad day ?
824,1,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
421,0,Yes:)from last week itself i'm taking live call.
1339,0,Aight sorry I take ten years to shower. What's the plan?
4757,0,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..
3033,0,Jokin only lar... :-) depends on which phone my father can get lor...
5117,0,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
3393,0,What r u cooking me for dinner?
2664,1,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
4471,0,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
1593,0,Will it help if we propose going back again tomorrow
2599,0,Okie... Thanx...
3839,0,Went to pay rent. So i had to go to the bank to authorise the payment.
1103,0,Black shirt n blue jeans... I thk i c ü...
4619,0,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
4367,0,Mm yes dear look how i am hugging you both. :-P
5149,0,Pls call me da. What happen.
4810,0,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
2128,0,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
4971,0,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
3506,0,"life alle mone,eppolum oru pole allalo"
2834,1,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
1476,0,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
2488,0,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.
4999,0,Can you talk with me..
5196,1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
591,1,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
1029,0,"Lol you forgot it eh ? Yes, I'll bring it in babe"
4867,0,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
3105,0,That's y i said it's bad dat all e gals know u... Wat u doing now?
2978,0,"Ok omw now, you at castor?"
577,0,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
4446,0,"2 celebrate my bday, y else?"
3978,1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
2387,0,No message..no responce..what happend?
3863,0,"Customer place, i wil cal u sir."
4308,0,I guess it is useless calling u 4 something important.
5399,0,And he's apparently bffs with carly quick now
4492,0,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
2445,0,"Yes but i dont care! I need you bad, princess!"
2309,1,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow
3578,0,Yeah confirmed for you staying at  that weekend
3988,1,Ringtone Club: Gr8 new polys direct to your mobile every week !
3059,1,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
996,0,Change again... It's e one next to escalator...
3288,0,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
3260,1,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
3816,0,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u.."
120,1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
1190,0,In that case I guess I'll see you at campus lodge
4712,0,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
1487,0,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
4396,0,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
1900,0,I love working from home :)
2958,0,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
449,0,LOL ... Have you made plans for new years?
4420,0,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
2421,0,Oic... Then better quickly go bathe n settle down...
787,0,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
1688,1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
4790,0,We're on the opposite side from where we dropped you off
4411,0,You also didnt get na hi hi hi hi hi
3035,0,Get ready for  &lt;#&gt;  inches of pleasure...
4520,0,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
5301,0,At WHAT TIME should i come tomorrow
2437,0,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
3923,0,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?"
4811,0,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
1156,0,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
4852,0,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
1141,0,Oh:)as usual vijay film or its different?
3647,0,Carlos says we can pick up from him later so yeah we're set
2921,0,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
4224,0,Stupid auto correct on my phone
3724,0,We left already we at orchard now.
3013,0,Yeah no probs - last night is obviously catching up with you... Speak soon 
5080,0,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
2169,0,Thx. All will be well in a few months
3110,0,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
877,0,Are you in castor? You need to see something
1077,0,Where can download clear movies. Dvd copies.
3320,0,Kay... Since we are out already 
3407,0,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
1177,0,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
4800,0,I dont know why she.s not getting your messages
1864,0,I'll let you know when it kicks in
649,0,No prob. I will send to your email.
4500,1,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
5074,0,Gud ni8 dear..slp well..take care..swt dreams..Muah..
1311,0,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it."
2222,0,I notice you like looking in the shit mirror youre turning into a right freak
2686,1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
735,0,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
5178,1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
5106,0,Ding me on ya break fassyole! Blacko from londn
1175,0,Yay! You better not have told that to 5 other girls either.
3742,1,2/2 146tf150p
866,1,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
4668,0,I send the print  outs da.
439,0,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
4966,0,"A few people are at the game, I'm at the mall with iouri and kaila"
4334,0,Y bishan lei... I tot ü say lavender? 
586,0,Tell them u have a headache and just want to use 1 hour of sick time.
3318,0,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
3455,0,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
319,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
4934,0,Once free call me sir.
3914,0,Yeah whatever lol
3015,0,I might go 2 sch. Yar at e salon now v boring.
204,0,Goodmorning sleeping ga.
4433,0,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
3682,0,LOL what happens in Vegas stays in vegas
1456,1,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804
445,0,"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX"
4585,0,Noooooooo please. Last thing I need is stress. For once in your life be fair.
2912,0,"Sorry,in meeting I'll call later"
4375,0,K and you're sure I don't have to have consent forms to do it :V
257,0,Mmm so yummy babe ... Nice jolt to the suzy
5373,0,"K I'll head out in a few mins, see you there"
1153,0,Ok i go change also...
1196,1,You have 1 new voicemail. Please call 08719181503
611,1,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222
582,0,Ok anyway no need to change with what you said
99,0,I see a cup of coffee animation
2887,0,No probs hon! How u doinat the mo?
4597,0,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
4781,0,Sen told that he is going to join his uncle finance in cbe
97,0,i see. When we finish we have loads of loans to pay
2920,0,Is xy in ur car when u picking me up?
3997,0,We'll you pay over like  &lt;#&gt; yrs so its not too difficult
2951,0,Where are you ? You said you would be here when I woke ... :-(
575,0,Nope i waiting in sch 4 daddy... 
1180,0,To day class is there are no class.
1407,1,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU"
3670,0,Yeah imma come over cause jay wants to do some drugs
4222,0,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
545,0,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
1364,0,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
5121,0,"Oops I did have it,  &lt;#&gt; ?"
1641,0,"Alright, we're all set here, text the man"
4939,0,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
1008,0,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
4117,0,What you doing?how are you?
2971,0,U should make a fb list
2560,0,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
3801,1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
5144,0,I'm in office now da:)where are you?
2314,0,So what do you guys do.
5527,0,"Total disappointment, when I texted you was the craziest shit got :("
377,0,You could have seen me..i did't recognise you Face.:)
3040,0,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
2095,1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
1367,0,Bbq this sat at mine from 6ish. Ur welcome 2 come
2275,0,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
1603,0,Ok pa. Nothing problem:-)
437,0,"Ask g or iouri, I've told the story like ten times already"
4601,0,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
5103,0,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
5421,0,"Hi elaine, is today's meeting confirmed?"
1911,0,Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
2093,0,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
615,0,I called and said all to him:)then he have to choose this future.
4347,0,You still around? I could use a half-8th
2823,1,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
3596,0,Huh but i cant go 2 ur house empty handed right?
3259,0,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
5471,0,Yup
4157,0,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
3983,0,His frens go then he in lor. Not alone wif my mum n sis lor.
2174,0,"Hiya, had a good day? Have you spoken to since the weekend?"
5011,0,"By the way, 'rencontre' is to meet again. Mountains dont...."
2827,0,Ok lor...
3379,0,Hows that watch resizing
3819,1,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC
3658,0,Studying. But i.ll be free next weekend.
1474,0,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
2933,0,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
2191,0,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. "
4847,0,Pls help me tell Ashley that i cant find her number oh
4516,0,That was random saw my old roomate on campus. He graduated
3694,0,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
3830,0,"Sure, I'll see if I can come by in a bit"
3488,0,Change windows logoff sound..
1938,0,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do."""
2175,0,See? I thought it all through
3649,0,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
5061,0,I think i am disturbing her da
2767,1,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
3634,0,Hui xin is in da lib.
5516,0,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
5439,0,Hey i've booked the 2 lessons on sun liao...
2573,0,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
3404,0,Good night my dear.. Sleepwell&amp;Take care
2690,0,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
2521,0,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
465,0,Ok i am on the way to railway
2614,0,Thanks for sending this mental ability question..
5071,1,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
2965,1,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
2472,0,"sry can't talk on phone, with parents"
